name,description,location,tags,coordinates.latitude,coordinates.longitude,source_folder,source_file
Bozlu market,No description available,Istanbul,[],41.0233263,28.9487458,nodes,shop.json
Eymen et ve tavuk,No description available,Istanbul,[],41.0232519,28.9487458,nodes,shop.json
Gülüm,No description available,Istanbul,[],41.0229474,28.9488441,nodes,shop.json
Bereket Gıda,No description available,Istanbul,[],41.0223839,28.9488772,nodes,shop.json
Kim,No description available,Istanbul,[],41.0217226,28.9490525,nodes,shop.json
Selam,No description available,Istanbul,[],41.0214708,28.9491235,nodes,shop.json
Zayar oğlu,No description available,Istanbul,[],41.0210132,28.9492509,nodes,shop.json
Et ve balik kurumu,No description available,Istanbul,[],41.0210654,28.9492547,nodes,shop.json
İstanbul ferace,No description available,Istanbul,[],41.0211849,28.9492115,nodes,shop.json
Hümasultan,No description available,Istanbul,[],41.0211541,28.9498017,nodes,shop.json
Damak peynirci,No description available,Istanbul,[],41.0208057,28.9491377,nodes,shop.json
Buşra & nisa,No description available,Istanbul,[],41.0219222,28.9487808,nodes,shop.json
BİM,No description available,Istanbul,[],41.0221378,28.9487158,nodes,shop.json
Bebekçe,No description available,Istanbul,[],41.0222887,28.9486965,nodes,shop.json
Fırın Sinanağa,No description available,Istanbul,[],41.0224319,28.948653,nodes,shop.json
Tiffany halı,No description available,Istanbul,[],41.0228598,28.9486055,nodes,shop.json
Naz şal & eşarp,No description available,Istanbul,[],41.0233705,28.9485485,nodes,shop.json
Rammar,No description available,Istanbul,[],41.0239096,28.9484889,nodes,shop.json
Sabir tesettür,No description available,Istanbul,[],41.0233737,28.9469911,nodes,shop.json
Şanlı kumaş,No description available,Istanbul,[],41.0234101,28.9470488,nodes,shop.json
Libas tesettür,No description available,Istanbul,[],41.0234344,28.9470703,nodes,shop.json
Damla tesettür,No description available,Istanbul,[],41.0234466,28.9471521,nodes,shop.json
Adob mayo,No description available,Istanbul,[],41.0234789,28.9472004,nodes,shop.json
Nira sultan,No description available,Istanbul,[],41.0235174,28.9472662,nodes,shop.json
Titizler,No description available,Istanbul,[],41.0236075,28.9473896,nodes,shop.json
Ünlü kumaş,No description available,Istanbul,[],41.0237968,28.9477519,nodes,shop.json
Reis giyim,No description available,Istanbul,[],41.0238353,28.9478243,nodes,shop.json
Rana fatih tesettür,No description available,Istanbul,[],41.0238899,28.9478673,nodes,shop.json
Zeynep tesettür,No description available,Istanbul,[],41.0239345,28.9479438,nodes,shop.json
Demay tesettür,No description available,Istanbul,[],41.023975,28.9480256,nodes,shop.json
Moda kumaş,No description available,Istanbul,[],41.0240165,28.948086,nodes,shop.json
Köyüm tavuğu,No description available,Istanbul,[],41.0241226,28.948257,nodes,shop.json
Ercan gida mini hal pazarı,No description available,Istanbul,[],41.0248309,28.9495808,nodes,shop.json
Albayrak çeyiz,No description available,Istanbul,[],41.0242609,28.9518907,nodes,shop.json
Soley,No description available,Istanbul,[],41.0242039,28.951826,nodes,shop.json
Özbirlik,No description available,Istanbul,[],41.0234354,28.9511633,nodes,shop.json
Happy center,No description available,Istanbul,[],41.0232735,28.9510989,nodes,shop.json
Şam ve ferace,No description available,Istanbul,[],41.0222617,28.9506269,nodes,shop.json
Yonga ferace,No description available,Istanbul,[],41.0229739,28.9466513,nodes,shop.json
Şahin ferace,No description available,Istanbul,[],41.0229668,28.9464128,nodes,shop.json
Miyasem,No description available,Istanbul,[],41.0228973,28.946482,nodes,shop.json
Firat kumaşçılık,No description available,Istanbul,[],41.0226586,28.9467088,nodes,shop.json
Efe ferace,No description available,Istanbul,[],41.0222766,28.9471048,nodes,shop.json
Pehlivan şarküteri,No description available,Istanbul,[],41.0221403,28.947497,nodes,shop.json
Fatih sultan hac malzemeleri,No description available,Istanbul,[],41.021631,28.9477435,nodes,shop.json
Çoşkun,No description available,Istanbul,[],41.0209666,28.948245,nodes,shop.json
Ortadirek et,No description available,Istanbul,[],41.0207723,28.9483953,nodes,shop.json
Fatih et,No description available,Istanbul,[],41.0207202,28.9484201,nodes,shop.json
Erzurum Gıda,No description available,Istanbul,[],41.0208014,28.9486734,nodes,shop.json
Lebanese modern bakery,No description available,Istanbul,[],41.0206761,28.948821,nodes,shop.json
Malata,No description available,Istanbul,[],41.0207109,28.9490792,nodes,shop.json
İkraa,No description available,Istanbul,[],41.0208779,28.948821,nodes,shop.json
Altın yıldız,No description available,Istanbul,[],41.0217621,28.9486925,nodes,shop.json
Elşehba,No description available,Istanbul,[],41.0227186,28.9472245,nodes,shop.json
Market güven,No description available,Istanbul,[],41.0225313,28.9466419,nodes,shop.json
Ecem ferace,No description available,Istanbul,[],41.0209099,28.9467001,nodes,shop.json
Amina,No description available,Istanbul,[],41.0210232,28.9468718,nodes,shop.json
Şahane istanbul,No description available,Istanbul,[],41.020918,28.9469147,nodes,shop.json
Nisa tesettür,No description available,Istanbul,[],41.0209575,28.9470086,nodes,shop.json
Kircil fashion,No description available,Istanbul,[],41.0209797,28.9470399,nodes,shop.json
Lale,No description available,Istanbul,[],41.0214595,28.9465764,nodes,shop.json
limar,No description available,Istanbul,[],41.0218155,28.9462007,nodes,shop.json
Visalli,No description available,Istanbul,[],41.0219262,28.9461057,nodes,shop.json
Nira sultan,No description available,Istanbul,[],41.0224015,28.9457842,nodes,shop.json
Emre sünnetlik,No description available,Istanbul,[],41.0223176,28.9458697,nodes,shop.json
Ferace,No description available,Istanbul,[],41.0221041,28.9458997,nodes,shop.json
Şükran ferace,No description available,Istanbul,[],41.0219318,28.9456352,nodes,shop.json
Nur ipekevim,No description available,Istanbul,[],41.0226824,28.9459602,nodes,shop.json
Tina & jap,No description available,Istanbul,[],41.0225978,28.9460275,nodes,shop.json
Güney,No description available,Istanbul,[],41.0223435,28.9465291,nodes,shop.json
Atifet,No description available,Istanbul,[],41.0213001,28.9473443,nodes,shop.json
Damla gida,No description available,Istanbul,[],41.0207008,28.9480027,nodes,shop.json
Aker,No description available,Istanbul,[],41.0206049,28.9476314,nodes,shop.json
Istanbul ferace,No description available,Istanbul,[],41.0205679,28.9477156,nodes,shop.json
Moda naz,No description available,Istanbul,[],41.0204977,28.947438,nodes,shop.json
Iki yıldız,No description available,Istanbul,[],41.0204643,28.9473789,nodes,shop.json
Ecem ferace,No description available,Istanbul,[],41.0204474,28.9473462,nodes,shop.json
B'lazzotti,No description available,Istanbul,[],41.0115903,28.9657791,nodes,shop.json
Bozan,No description available,Istanbul,[],41.0116119,28.9658149,nodes,shop.json
Şener lingerie,No description available,Istanbul,[],41.0117147,28.9659449,nodes,shop.json
Polaska,No description available,Istanbul,[],41.0117484,28.9659891,nodes,shop.json
Livze,No description available,Istanbul,[],41.0118185,28.9659891,nodes,shop.json
Lamoda,No description available,Istanbul,[],41.0120552,28.9659659,nodes,shop.json
Bosskan,No description available,Istanbul,[],41.0123017,28.9659583,nodes,shop.json
Eraslan,No description available,Istanbul,[],41.0123671,28.965961,nodes,shop.json
Doğoşlar,No description available,Istanbul,[],41.0126904,28.9659413,nodes,shop.json
Delil kristal,No description available,Istanbul,[],41.012923,28.9659194,nodes,shop.json
By icon,No description available,Istanbul,[],41.0130726,28.9659239,nodes,shop.json
Bulut,No description available,Istanbul,[],41.0131334,28.9659194,nodes,shop.json
Pera,No description available,Istanbul,[],41.0131685,28.9659194,nodes,shop.json
Mca vizyon,No description available,Istanbul,[],41.013335,28.9658962,nodes,shop.json
İstanbul zade,No description available,Istanbul,[],41.0134139,28.9658962,nodes,shop.json
memleket elhedaya,No description available,Istanbul,[],41.0136204,28.9658758,nodes,shop.json
Bal hediyelik,No description available,Istanbul,[],41.0149153,28.9664311,nodes,shop.json
İkizler,No description available,Istanbul,[],41.0153688,28.9667541,nodes,shop.json
Kavak tekstil,No description available,Istanbul,[],41.0153047,28.9666242,nodes,shop.json
İthalat,No description available,Istanbul,[],41.0153521,28.9666242,nodes,shop.json
Otantik hediyelik,No description available,Istanbul,[],41.0154807,28.9666062,nodes,shop.json
Mark star,No description available,Istanbul,[],41.0154501,28.9667541,nodes,shop.json
Bereket,No description available,Istanbul,[],41.0214633,28.947813,nodes,shop.json
Yıldırım büfe,No description available,Istanbul,[],41.0294734,28.9361858,nodes,shop.json
Bay ekmekçi,No description available,Istanbul,[],41.0283821,28.9372614,nodes,shop.json
Özlem moda,No description available,Istanbul,[],41.0283405,28.937287,nodes,shop.json
Elma,No description available,Istanbul,[],41.02754,28.9381723,nodes,shop.json
Serseri,No description available,Istanbul,[],41.026654,28.9391121,nodes,shop.json
Ravza haci,No description available,Istanbul,[],41.0150562,28.9655629,nodes,shop.json
Eslina,No description available,Istanbul,[],41.0148522,28.9620235,nodes,shop.json
Adıyaman gida,No description available,Istanbul,[],41.0149151,28.9619901,nodes,shop.json
Süleymaniye gida,No description available,Istanbul,[],41.0151667,28.9623256,nodes,shop.json
Eka kumaş,No description available,Istanbul,[],41.0152154,28.9624761,nodes,shop.json
Nazlı gül,No description available,Istanbul,[],41.0139018,28.9617479,nodes,shop.json
Kubbe'i aşk,No description available,Istanbul,[],41.0165053,28.9663634,nodes,shop.json
Kardeşler,No description available,Istanbul,[],41.0166276,28.9656603,nodes,shop.json
Bijuteri,No description available,Istanbul,[],41.016663,28.9655613,nodes,shop.json
Burak haç malzemeleri,No description available,Istanbul,[],41.0171694,28.964375,nodes,shop.json
Demircan gida,No description available,Istanbul,[],41.0172084,28.964276,nodes,shop.json
Tek gül,No description available,Istanbul,[],41.0172467,28.9640914,nodes,shop.json
İstanbul Halk Ekmek,No description available,Istanbul,[],41.0111309,28.9612069,nodes,shop.json
XINT,No description available,Istanbul,[],41.008306,28.9710691,nodes,shop.json
Gallery Antique,No description available,Istanbul,[],41.0081008,28.9741258,nodes,shop.json
Abuzer bey market,No description available,Istanbul,[],41.0241194,28.9335751,nodes,shop.json
Çamdalı tekel shop,No description available,Istanbul,[],41.0225674,28.9351713,nodes,shop.json
Hacı oğulları,No description available,Istanbul,[],41.0260233,28.9360645,nodes,shop.json
Berat et,No description available,Istanbul,[],41.0259287,28.9360506,nodes,shop.json
Uğur market,No description available,Istanbul,[],41.0251916,28.9359539,nodes,shop.json
Orange,No description available,Istanbul,[],41.0267536,28.9337481,nodes,shop.json
Sahra gida,No description available,Istanbul,[],41.0283595,28.9368238,nodes,shop.json
Paşa sarayı,No description available,Istanbul,[],41.0263338,28.9379469,nodes,shop.json
Buhara börek,No description available,Istanbul,[],41.0261425,28.9394946,nodes,shop.json
Umur hope,No description available,Istanbul,[],41.0260922,28.9394946,nodes,shop.json
Ramadan gida,No description available,Istanbul,[],41.0258386,28.9386317,nodes,shop.json
A101,No description available,Istanbul,[],41.0261713,28.9382109,nodes,shop.json
Yıldız börek salonu,No description available,Istanbul,[],41.026225,28.9382806,nodes,shop.json
Karam dubai,No description available,Istanbul,[],41.0263382,28.9381493,nodes,shop.json
Nasip kuruyemiş,No description available,Istanbul,[],41.0262887,28.9380742,nodes,shop.json
Tarihi laragumruk simit firni,No description available,Istanbul,[],41.0266466,28.9377717,nodes,shop.json
Girit gida,No description available,Istanbul,[],41.026688,28.93772,nodes,shop.json
Kardeşler mini market,No description available,Istanbul,[],41.0267863,28.9374785,nodes,shop.json
Nur kasap,No description available,Istanbul,[],41.0268382,28.9375433,nodes,shop.json
Elmedina market,No description available,Istanbul,[],41.0272561,28.9379451,nodes,shop.json
Asya et,No description available,Istanbul,[],41.0273873,28.9381681,nodes,shop.json
Gardenia şam gida,No description available,Istanbul,[],41.0276852,28.9375629,nodes,shop.json
Mercan Profesyonal Güvenlik Ürünleri,No description available,Istanbul,[],41.0275926,28.9373927,nodes,shop.json
Değirmenli,No description available,Istanbul,[],41.0271063,28.9372044,nodes,shop.json
Bahcivan,No description available,Istanbul,[],41.0269629,28.9370547,nodes,shop.json
Umut gida,No description available,Istanbul,[],41.02718,28.9371676,nodes,shop.json
Durra gida,No description available,Istanbul,[],41.0270262,28.9369757,nodes,shop.json
BİM,No description available,Istanbul,[],41.026467,28.9367104,nodes,shop.json
Uğurlu gida,No description available,Istanbul,[],41.0261317,28.9372951,nodes,shop.json
Genç et,No description available,Istanbul,[],41.0254751,28.9387178,nodes,shop.json
Aydoğan et,No description available,Istanbul,[],41.0256168,28.9391618,nodes,shop.json
Köşem gida,No description available,Istanbul,[],41.0062199,28.9714373,nodes,shop.json
Sultan ahmet mini market,No description available,Istanbul,[],41.0051834,28.9734465,nodes,shop.json
Sude,No description available,Istanbul,[],41.0072748,28.9734629,nodes,shop.json
Magnaura palace,No description available,Istanbul,[],41.007265,28.9735407,nodes,shop.json
Kiriva,No description available,Istanbul,[],41.0082909,28.9716164,nodes,shop.json
Tyana,No description available,Istanbul,[],41.0076577,28.9716983,nodes,shop.json
Show Market,No description available,Istanbul,[],41.0075165,28.9717419,nodes,shop.json
Şok,No description available,Istanbul,[],41.0069196,28.9724764,nodes,shop.json
Mozaist,No description available,Istanbul,[],41.0058026,28.9735005,nodes,shop.json
Ertan Mini Market,No description available,Istanbul,[],41.0057245,28.973682,nodes,shop.json
Ararat,No description available,Istanbul,[],41.005549,28.9745953,nodes,shop.json
Nihan carpet,No description available,Istanbul,[],41.0052786,28.9751491,nodes,shop.json
Sönmez,No description available,Istanbul,[],41.0066538,28.9766152,nodes,shop.json
Hippodrome,No description available,Istanbul,[],41.0066985,28.9766563,nodes,shop.json
Seda,No description available,Istanbul,[],41.0222797,28.945133,nodes,shop.json
Gülce,No description available,Istanbul,[],41.0222632,28.9451571,nodes,shop.json
Karinca,No description available,Istanbul,[],41.0220445,28.9454126,nodes,shop.json
Seda,No description available,Istanbul,[],41.021882,28.9455562,nodes,shop.json
LC Waikiki,No description available,Istanbul,[],41.0217845,28.9456711,nodes,shop.json
Enes,No description available,Istanbul,[],41.0215895,28.9458721,nodes,shop.json
Amina ferace,No description available,Istanbul,[],41.0214931,28.9460084,nodes,shop.json
Aker,No description available,Istanbul,[],41.0214245,28.9460235,nodes,shop.json
Gülsüm elkhatroushi,No description available,Istanbul,[],41.0213216,28.9460993,nodes,shop.json
Roze,No description available,Istanbul,[],41.0212645,28.9461599,nodes,shop.json
Karaca,No description available,Istanbul,[],41.0212187,28.9462054,nodes,shop.json
Zerinşan,No description available,Istanbul,[],41.0211844,28.9462508,nodes,shop.json
Yakamoz eşrap & şal,No description available,Istanbul,[],41.0209481,28.9464795,nodes,shop.json
Beşik hamile,No description available,Istanbul,[],41.020909,28.9465313,nodes,shop.json
Güher bi jiteri & aksesuar,No description available,Istanbul,[],41.0207234,28.9466996,nodes,shop.json
Bambi,No description available,Istanbul,[],41.0206941,28.9467255,nodes,shop.json
Izotantik,No description available,Istanbul,[],41.0206648,28.9467644,nodes,shop.json
Mileny,No description available,Istanbul,[],41.0203999,28.947022,nodes,shop.json
Lale,No description available,Istanbul,[],41.0203685,28.9470862,nodes,shop.json
Aker,No description available,Istanbul,[],41.0203144,28.9471101,nodes,shop.json
Qadri,No description available,Istanbul,[],41.0201972,28.9472296,nodes,shop.json
Sti elif,No description available,Istanbul,[],41.0201161,28.9473012,nodes,shop.json
Romani,No description available,Istanbul,[],41.0199899,28.9474446,nodes,shop.json
Altay spor,No description available,Istanbul,[],41.0199358,28.9475163,nodes,shop.json
Eslina,No description available,Istanbul,[],41.0181645,28.9492808,nodes,shop.json
Esra,No description available,Istanbul,[],41.0181529,28.949298,nodes,shop.json
Erva,No description available,Istanbul,[],41.0181358,28.949314,nodes,shop.json
Samira,No description available,Istanbul,[],41.0181163,28.9493454,nodes,shop.json
Tuban,No description available,Istanbul,[],41.0180933,28.9493647,nodes,shop.json
Aypa Giyim,No description available,Istanbul,[],41.0180661,28.9493814,nodes,shop.json
Deniz,No description available,Istanbul,[],41.0180257,28.949402,nodes,shop.json
Arya,No description available,Istanbul,[],41.0179978,28.9494512,nodes,shop.json
Erolok,No description available,Istanbul,[],41.017905,28.9495251,nodes,shop.json
Olcay,No description available,Istanbul,[],41.0178679,28.9495743,nodes,shop.json
BYM fashion,No description available,Istanbul,[],41.0177175,28.9497176,nodes,shop.json
Elfida,No description available,Istanbul,[],41.0176842,28.9497617,nodes,shop.json
Mustafa inci,No description available,Istanbul,[],41.0176459,28.9497906,nodes,shop.json
Mepa abiye,No description available,Istanbul,[],41.0175759,28.9498386,nodes,shop.json
Savara,No description available,Istanbul,[],41.0169227,28.9506889,nodes,shop.json
Yusuf,No description available,Istanbul,[],41.0168969,28.9507571,nodes,shop.json
Incity,No description available,Istanbul,[],41.0167745,28.9509822,nodes,shop.json
Şok,No description available,Istanbul,[],41.0099755,28.9456529,nodes,shop.json
Migros Jet,No description available,Türkiye/İstanbul,[],41.0099446,28.9457953,nodes,shop.json
Supermarket al hamewi,No description available,Istanbul,[],41.0108792,28.9417055,nodes,shop.json
Özlem,No description available,Istanbul,[],41.0096612,28.9416597,nodes,shop.json
Kiliç Aslan uniforma,No description available,Istanbul,[],41.0079231,28.9429483,nodes,shop.json
Cerrah Paşa Fırını,No description available,Istanbul,[],41.0076226,28.9431979,nodes,shop.json
Shata-Fat,No description available,Istanbul,[],41.0076422,28.9433902,nodes,shop.json
Sevenler Super Market,No description available,Istanbul,[],41.0088958,28.9475256,nodes,shop.json
Lino Venture,No description available,Istanbul,[],41.0089104,28.9475765,nodes,shop.json
Maddam,No description available,Istanbul,[],41.0086536,28.9375539,nodes,shop.json
POLEN,No description available,Istanbul,[],41.0088462,28.9376275,nodes,shop.json
karen,No description available,Istanbul,[],41.0095319,28.9380078,nodes,shop.json
DIANA WOMAN TEKSTIL,No description available,Istanbul,[],41.0097309,28.9380967,nodes,shop.json
İnci firin,No description available,Istanbul,[],41.0099248,28.9381736,nodes,shop.json
TATLICI,No description available,Istanbul,[],41.0101123,28.9382445,nodes,shop.json
ALTUN,No description available,Istanbul,[],41.0101755,28.9382758,nodes,shop.json
Lila İç Giyim,No description available,Istanbul,[],41.0102694,28.9383224,nodes,shop.json
ABİYE'DE UCUZLUK,No description available,Istanbul,[],41.0108264,28.9385849,nodes,shop.json
Mağzacı tekstil,No description available,Istanbul,[],41.010923,28.9386225,nodes,shop.json
Dilek,No description available,Istanbul,[],41.0111588,28.9387525,nodes,shop.json
Maya,No description available,Istanbul,[],41.0115676,28.9400181,nodes,shop.json
Carrefour,No description available,Istanbul,[],41.0115344,28.9402722,nodes,shop.json
camasircity,No description available,Istanbul,[],41.0114687,28.9404965,nodes,shop.json
ASLI çanta & şapka,No description available,Istanbul,[],41.0114606,28.9405415,nodes,shop.json
F&R Fashion,No description available,Istanbul,[],41.0110168,28.9419054,nodes,shop.json
Bianco jeans,No description available,Istanbul,[],41.0110137,28.941953,nodes,shop.json
Fabrika outlet,No description available,Istanbul,[],41.0110101,28.9419966,nodes,shop.json
Moda akkuş,No description available,Istanbul,[],41.0110029,28.9420428,nodes,shop.json
Deniz,No description available,Istanbul,[],41.0109999,28.9421258,nodes,shop.json
Kim,No description available,Istanbul,[],41.0108906,28.9426936,nodes,shop.json
Durok,No description available,Istanbul,[],41.0100347,28.9407403,nodes,shop.json
Doğuş supermarket,No description available,Istanbul,[],41.0104579,28.9409974,nodes,shop.json
Clothes,No description available,Istanbul,[],41.0105876,28.9408154,nodes,shop.json
Zirve giyim,No description available,Istanbul,[],41.0115438,28.9398315,nodes,shop.json
BİM,No description available,Istanbul,[],41.0107936,28.9390442,nodes,shop.json
A101,No description available,Istanbul,[],41.0104058,28.9385801,nodes,shop.json
Haci mustafa,No description available,Istanbul,[],41.0105443,28.9388948,nodes,shop.json
Sütek,No description available,Istanbul,[],41.0099084,28.938209,nodes,shop.json
Kismet market,No description available,Istanbul,[],41.0093598,28.9401044,nodes,shop.json
Kismet,No description available,Istanbul,[],41.0093914,28.9403349,nodes,shop.json
Didem Collection,No description available,Istanbul,[],41.0072543,28.9382149,nodes,shop.json
çiğdem,No description available,Istanbul,[],41.0072028,28.9380757,nodes,shop.json
Efe market,No description available,Istanbul,[],41.0071798,28.9380206,nodes,shop.json
Monotip,No description available,Istanbul,[],41.0082658,28.9457182,nodes,shop.json
Sale Market,No description available,Istanbul,[],41.0087044,28.945231,nodes,shop.json
Örnek pastanesi,No description available,Istanbul,[],41.0261362,28.9402247,nodes,shop.json
Tadım kuruyemiş,No description available,Istanbul,[],41.0260483,28.9405514,nodes,shop.json
Biray avm,No description available,Istanbul,[],41.0256922,28.9404637,nodes,shop.json
YILDIZ Başarır,No description available,Istanbul,[],41.026246,28.9399603,nodes,shop.json
İstanbul Halk Ekmek,No description available,Istanbul,[],41.0282881,28.9377822,nodes,shop.json
Alkan supermarket,No description available,Istanbul,[],41.0308013,28.9443279,nodes,shop.json
Nur market,No description available,Istanbul,[],41.030854,28.9444061,nodes,shop.json
Yeşil bartin fırın,No description available,Istanbul,[],41.0306975,28.9444017,nodes,shop.json
Kardeşler gıda,No description available,Istanbul,[],41.0306071,28.9442515,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0303793,28.9453016,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0306707,28.9464624,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0308168,28.9464482,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0302095,28.9452694,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0317764,28.9444078,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0303169,28.9422395,nodes,shop.json
Nargile satıcı,No description available,Istanbul,[],41.0298918,28.9404927,nodes,shop.json
Ali bakkal,No description available,Istanbul,[],41.029109,28.9404832,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0283878,28.9424757,nodes,shop.json
Ali bakkal,No description available,Istanbul,[],41.0290453,28.9426948,nodes,shop.json
Amine kuaforu,No description available,Istanbul,[],41.0281225,28.9431855,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0280725,28.943584,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0282415,28.9432021,nodes,shop.json
Elif super market,No description available,Istanbul,[],41.0273947,28.9417315,nodes,shop.json
Haslar bal,No description available,Istanbul,[],41.0256583,28.9411034,nodes,shop.json
A101,No description available,Istanbul,[],41.0258828,28.9407538,nodes,shop.json
Kulaksızlar Fırın,No description available,Istanbul,[],41.0264075,28.940614,nodes,shop.json
Kahvecioğlu Kahvaltı Sarayı,No description available,Istanbul,[],41.0263493,28.9407454,nodes,shop.json
Kaya kasap,No description available,Istanbul,[],41.0264122,28.9408663,nodes,shop.json
Gürdamar,No description available,Istanbul,[],41.0264266,28.9409007,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0265314,28.9407945,nodes,shop.json
Çelik kasap,No description available,Istanbul,[],41.0266405,28.941143,nodes,shop.json
BİM,No description available,İstanbul,[],41.0265703,28.9408548,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0266105,28.9409124,nodes,shop.json
özdemir gida,No description available,Istanbul,[],41.0267912,28.9410561,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.027325,28.9413066,nodes,shop.json
Tekin market,No description available,Istanbul,[],41.0270444,28.9413373,nodes,shop.json
Arslan kuruyemiş,No description available,Istanbul,[],41.0272186,28.9411927,nodes,shop.json
Yaprak Hediyelik eşya,No description available,Istanbul,[],41.0274389,28.9414782,nodes,shop.json
Komşu minimarket,No description available,Istanbul,[],41.0279868,28.9410626,nodes,shop.json
Komşu minimarket,No description available,Istanbul,[],41.0280825,28.9416123,nodes,shop.json
Rüyam moda,No description available,Istanbul,[],41.0292088,28.9387587,nodes,shop.json
Şen market,No description available,Istanbul,[],41.0293274,28.9391842,nodes,shop.json
Başak et,No description available,Istanbul,[],41.0294102,28.9392533,nodes,shop.json
Kardeşler kuruyemiş,No description available,Istanbul,[],41.0294606,28.939319,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0294874,28.9393555,nodes,shop.json
elmelik,No description available,Istanbul,[],41.0296681,28.9393079,nodes,shop.json
Japon pazari,No description available,Istanbul,[],41.0300183,28.9401345,nodes,shop.json
BİM,No description available,Istanbul,[],41.0300666,28.9402228,nodes,shop.json
Tarihi Asmalı Simit Fırnı,No description available,Istanbul,[],41.0302947,28.9402182,nodes,shop.json
Merve kuruyemiş,No description available,Istanbul,[],41.0304001,28.9403707,nodes,shop.json
Akkuş minimarket,No description available,Istanbul,[],41.0300734,28.9409499,nodes,shop.json
Şamlı gıdası,No description available,Istanbul,[],41.0295171,28.9410892,nodes,shop.json
Ayın gıda,No description available,Istanbul,[],41.029469,28.9425187,nodes,shop.json
Kuzey Supermaermet,No description available,Istanbul,[],41.0294805,28.9430594,nodes,shop.json
Draman Fırın,No description available,Istanbul,[],41.0294291,28.9432692,nodes,shop.json
Draman Kuruyemiş,No description available,Istanbul,[],41.0290979,28.943861,nodes,shop.json
Şok,No description available,Istanbul,[],41.0290625,28.9443263,nodes,shop.json
Şam günleri Gida,No description available,Istanbul,[],41.0288106,28.9450407,nodes,shop.json
Muhacee Bakkal,No description available,Istanbul,[],41.0288143,28.9451143,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0285801,28.9447294,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0271122,28.9445412,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0270944,28.9437603,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0273255,28.9426204,nodes,shop.json
Çum supermarket,No description available,Istanbul,[],41.0296044,28.9390945,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0295093,28.9382298,nodes,shop.json
Ekem gıda,No description available,Istanbul,[],41.0292412,28.9385587,nodes,shop.json
GROSS,No description available,Istanbul,[],41.0307158,28.9376174,nodes,shop.json
İtimat gıda,No description available,Istanbul,[],41.0307709,28.9377827,nodes,shop.json
Soğuk pınar kasap,No description available,Istanbul,[],41.0308086,28.9378146,nodes,shop.json
Mecit oğullari Gıda,No description available,Istanbul,[],41.0314979,28.9381466,nodes,shop.json
Bakkal,No description available,Istanbul,[],41.0309954,28.9365857,nodes,shop.json
Çakuş rugs souvenir & jewellery store,No description available,Istanbul,[],41.0052278,28.9788678,nodes,shop.json
Müze mağazası,No description available,Istanbul,[],41.0108152,28.9834893,nodes,shop.json
Adıgüzel Hediyelik,No description available,Istanbul,[],41.0092972,28.9787686,nodes,shop.json
Mevlana Ali Baba,No description available,Istanbul,[],41.0094409,28.9787981,nodes,shop.json
Yazgan,No description available,Istanbul,[],41.0089207,28.9787418,nodes,shop.json
VIERI jewellery,No description available,Istanbul,[],41.0049758,28.9792393,nodes,shop.json
Uysal Gıda,No description available,Istanbul,[],41.0060709,28.980807,nodes,shop.json
Çelik Turistik Eşya Gıft Shop - Art Galleri,No description available,Istanbul,[],41.0060881,28.9810981,nodes,shop.json
MEVLANA BAZAAR,No description available,Istanbul,[],41.0050249,28.9797543,nodes,shop.json
Matif Collection,No description available,Istanbul,[],41.0065782,28.9790388,nodes,shop.json
Aksu market,No description available,Istanbul,[],41.0138508,28.9791609,nodes,shop.json
Galria rugs,No description available,Istanbul,[],41.0137018,28.9790305,nodes,shop.json
Oriental şal gift shop,No description available,Istanbul,[],41.0136262,28.97897,nodes,shop.json
Red shop,No description available,Istanbul,[],41.0134373,28.9788784,nodes,shop.json
Tuncer gift shop,No description available,Istanbul,[],41.0133878,28.9788389,nodes,shop.json
TIAMO JEWELLERY,No description available,Istanbul,[],41.0133457,28.978837,nodes,shop.json
Hisar turistik,No description available,Istanbul,[],41.0131589,28.9787747,nodes,shop.json
Market isranbul,No description available,Istanbul,[],41.012867,28.9787241,nodes,shop.json
Gallery ant,No description available,Istanbul,[],41.012781,28.9786981,nodes,shop.json
Adıl Birsen,No description available,Istanbul,[],41.0064534,28.9795625,nodes,shop.json
Anchor,No description available,Istanbul,[],41.0057834,28.9791092,nodes,shop.json
Kiosk Fashion,No description available,Istanbul,[],41.0062429,28.9795437,nodes,shop.json
