name,description,location,tags,coordinates.latitude,coordinates.longitude,source_folder,source_file
Gündoğdu Cafe,No description available,Türkiye/İstanbul,['fast_food'],40.9221228,29.1295391,nodes,amenity.json
Muhteşem Börek,No description available,Türkiye/İstanbul,['restaurant'],40.9238998,29.1306909,nodes,amenity.json
Hayyam Cafe,No description available,Türkiye/İstanbul,['cafe'],40.9216712,29.1285709,nodes,amenity.json
Tutku Cafe,No description available,Türkiye/İstanbul,['cafe'],40.9219732,29.127966,nodes,amenity.json
Grand Restaurant & Bar,No description available,Türkiye/İstanbul,['restaurant'],40.9214689,29.1282726,nodes,amenity.json
Beyrut Sanat Cafe,No description available,Türkiye/İstanbul,['cafe'],40.9213267,29.1283824,nodes,amenity.json
Deer Time,No description available,Türkiye/İstanbul,['pub'],40.9220232,29.1288193,nodes,amenity.json
Cuba Pub,No description available,Türkiye/İstanbul,['pub'],40.9220799,29.1292042,nodes,amenity.json
Meşk-i Çeşme,No description available,Türkiye/İstanbul,['restaurant'],40.922009,29.129179,nodes,amenity.json
Vagon Pub,No description available,Türkiye/İstanbul,['pub'],40.9221262,29.1292371,nodes,amenity.json
Cook Tatlım,No description available,Türkiye/İstanbul,['cafe'],40.9218847,29.1287095,nodes,amenity.json
Vitamin Balık Izgara,No description available,Türkiye/İstanbul,['restaurant'],40.9239616,29.1306516,nodes,amenity.json
Maça,No description available,Türkiye/İstanbul,['pub'],40.9222856,29.129127,nodes,amenity.json
Mola,No description available,Türkiye/İstanbul,['pub'],40.9220644,29.1289025,nodes,amenity.json
Hayal Bahçesi,No description available,Türkiye/İstanbul,['cafe'],40.9232478,29.1300436,nodes,amenity.json
Tek Büfe,No description available,Türkiye/İstanbul,['fast_food'],40.9225738,29.1296589,nodes,amenity.json
Beşçeşmeler,No description available,Türkiye/İstanbul,['pub'],40.9221689,29.1292806,nodes,amenity.json
Menderes Usta,No description available,Türkiye/İstanbul,['restaurant'],40.9219868,29.12875,nodes,amenity.json
Maziden,No description available,Türkiye/İstanbul,['cafe'],40.9541017,29.0950926,nodes,amenity.json
Ekleristan,No description available,Türkiye/İstanbul,['cafe'],40.9536687,29.0958346,nodes,amenity.json
Bahçe,No description available,Türkiye/İstanbul,['restaurant'],41.1790199,28.9916817,nodes,amenity.json
Komagene,No description available,Türkiye/İstanbul,['fast_food'],41.1785397,28.9917238,nodes,amenity.json
Ceviz,No description available,Türkiye/İstanbul,['restaurant'],41.1777486,28.9905533,nodes,amenity.json
Oses Çiğköfte,No description available,Türkiye/İstanbul,['fast_food'],41.1777031,28.9912365,nodes,amenity.json
Miss Köfte,No description available,Türkiye/İstanbul,['restaurant'],41.179176,28.9915295,nodes,amenity.json
A'saftat Anteplioğlu,No description available,Türkiye/İstanbul,['cafe'],41.1781634,28.9917527,nodes,amenity.json
Çakıl,No description available,Türkiye/İstanbul,['restaurant'],41.1793433,28.991538,nodes,amenity.json
Ekinciler Sulu Yemek Döner,No description available,Türkiye/İstanbul,['restaurant'],41.1784627,28.9917483,nodes,amenity.json
Bristot,No description available,Türkiye/İstanbul,['cafe'],41.1805202,28.9896614,nodes,amenity.json
Meşhur Gaziantepli Tanınmış Baklavacı,No description available,Türkiye/İstanbul,['cafe'],41.1783883,28.9917874,nodes,amenity.json
Moda Da Nata,No description available,Türkiye/İstanbul,['cafe'],40.9859545,29.0273126,nodes,amenity.json
Healty & Happt Ekolojik Kitchen,No description available,Türkiye/İstanbul,['restaurant'],40.9859056,29.0274276,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fast_food'],41.0090605,28.9755413,nodes,amenity.json
Helvaci Ali 1900,No description available,Türkiye/İstanbul,['cafe'],41.0272039,28.972255,nodes,amenity.json
Sabirtaşi restoran,No description available,Türkiye/İstanbul,['restaurant'],41.0331,28.9766166,nodes,amenity.json
Bufe arnavutkoy,No description available,Türkiye/İstanbul,['cafe'],41.0675208,29.0430226,nodes,amenity.json
Bihter's,No description available,Türkiye/İstanbul,['cafe'],41.024141,28.9727501,nodes,amenity.json
Nizam Pide Taksim,No description available,Türkiye/İstanbul,['restaurant'],41.0348884,28.9823125,nodes,amenity.json
Chef Ocakbaşi,No description available,Türkiye/İstanbul,['restaurant'],41.022271,28.9726922,nodes,amenity.json
Tarihi hocapashe lokantalar,No description available,Türkiye/İstanbul,['fast_food'],41.0138014,28.9751261,nodes,amenity.json
Arioglu petek turshulari,No description available,Türkiye/İstanbul,['cafe'],41.0340748,28.9768568,nodes,amenity.json
Asmali durumcu,No description available,Türkiye/İstanbul,['restaurant'],41.02874,28.9737316,nodes,amenity.json
I Love Fish,No description available,Türkiye/İstanbul,['fast_food'],41.0437101,29.0041873,nodes,amenity.json
Mavi Bufe,No description available,Türkiye/İstanbul,['fast_food'],41.0149221,28.9733992,nodes,amenity.json
Casita,No description available,Türkiye/İstanbul,['restaurant'],41.0486381,28.9939261,nodes,amenity.json
Merdo midye kokorec,No description available,Türkiye/İstanbul,['restaurant'],41.0351344,28.980998,nodes,amenity.json
Simit,No description available,Türkiye/İstanbul,['fast_food'],41.0102899,28.9740867,nodes,amenity.json
Kriton Curi Park Kafe,No description available,İstanbul,['cafe'],40.9761362,29.0932763,nodes,amenity.json
Kahve Dünyası,No description available,İstanbul,['cafe'],40.9696466,29.0918503,nodes,amenity.json
Khalkedon Fenerbahçe,No description available,İstanbul,['restaurant'],40.969129,29.0372054,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.4772062,28.295877,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.4773409,28.2956112,nodes,amenity.json
Vardar et Lokantasi,No description available,Türkiye/İstanbul,['restaurant'],41.4772783,28.2960778,nodes,amenity.json
Caddeüstü,No description available,Türkiye/İstanbul,['restaurant'],41.4035493,28.3839432,nodes,amenity.json
Cup of joy,No description available,Türkiye/İstanbul,['cafe'],41.0525432,28.9911856,nodes,amenity.json
Arada,No description available,Türkiye/İstanbul,['cafe'],41.0260963,28.9785837,nodes,amenity.json
Kadıoğlu Kebap & İskender,No description available,Türkiye/İstanbul,['restaurant'],40.8171068,29.3041032,nodes,amenity.json
Maltepe Merkez Camii Çay Ocağı,No description available,Türkiye/İstanbul,['cafe'],40.9250725,29.1302566,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],40.997987,29.0993485,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.994608,29.0272083,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.9890312,29.0275569,nodes,amenity.json
Limonluk Cafe - Dolmabahçe Sarayı/Palace,No description available,Türkiye/İstanbul,['bar'],41.0404467,29.0015656,nodes,amenity.json
Köyüm At Çiftligi Cafe ve Resturant,No description available,Türkiye/İstanbul,['restaurant'],41.358132,28.2265022,nodes,amenity.json
Haliç Pizza Döner,No description available,İstanbul,['fast_food'],41.0378161,28.9836721,nodes,amenity.json
Doğan Büfe Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0393034,28.9760566,nodes,amenity.json
Art ist Büfe Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0394648,28.9759733,nodes,amenity.json
Arash Cafe Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0377761,28.9825864,nodes,amenity.json
Kaybees,No description available,Türkiye/İstanbul,['cafe'],41.0377446,28.9823358,nodes,amenity.json
19 Mayıs Kafe,No description available,Türkiye/İstanbul,['cafe'],40.9771026,29.0855283,nodes,amenity.json
Limonluk Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0398622,29.0022436,nodes,amenity.json
Cookshop,No description available,İstanbul,['restaurant'],40.9355562,29.328087,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0319333,28.9829771,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0312034,28.9827681,nodes,amenity.json
CZN Burak,No description available,Türkiye/İstanbul,['restaurant'],41.0340035,28.9843237,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0361588,28.7767187,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.036116,28.7764391,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0361119,28.7765177,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360967,28.7766036,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360719,28.7766657,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360567,28.7767261,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360319,28.7767791,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360016,28.7768266,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.035974,28.7768632,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.036043,28.7769418,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360802,28.7769034,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0361326,28.7768595,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0361808,28.7768284,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0362319,28.7768175,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0362774,28.7768156,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0363242,28.7768248,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0360154,28.7769692,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.878981,29.0996859,nodes,amenity.json
Neşeli,No description available,Türkiye/İstanbul,['restaurant'],40.8782086,29.1000762,nodes,amenity.json
Torpi,No description available,Türkiye/İstanbul,['cafe'],40.8781667,29.1000244,nodes,amenity.json
Ada,No description available,Türkiye/İstanbul,['restaurant'],40.8780986,29.100026,nodes,amenity.json
Barbayani,No description available,Türkiye/İstanbul,['restaurant'],40.8780355,29.1001037,nodes,amenity.json
Gencay,No description available,Türkiye/İstanbul,['cafe'],40.8779775,29.1001283,nodes,amenity.json
Mavi,No description available,Türkiye/İstanbul,['restaurant'],40.8775989,29.1003221,nodes,amenity.json
Heyamola,No description available,Türkiye/İstanbul,['restaurant'],40.877673,29.1002372,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.8773661,29.100509,nodes,amenity.json
Bahar,No description available,Türkiye/İstanbul,['cafe'],40.8772885,29.1005781,nodes,amenity.json
Erguvan,No description available,Türkiye/İstanbul,['restaurant'],40.8771839,29.1006516,nodes,amenity.json
Suadiye Balık,No description available,Türkiye/İstanbul,['restaurant'],40.9568634,29.0808013,nodes,amenity.json
Rossi,No description available,İstanbul,['restaurant'],40.9569666,29.0809136,nodes,amenity.json
Starbucks,No description available,İstanbul,['cafe'],40.9566535,29.0802571,nodes,amenity.json
Tike Suadiye,No description available,İstanbul,['restaurant'],40.9569723,29.0801586,nodes,amenity.json
The House Cafe,No description available,İstanbul,['restaurant'],40.9573325,29.080762,nodes,amenity.json
Viyana Kahvesi,No description available,Türkiye/İstanbul,['cafe'],41.0293533,28.9748961,nodes,amenity.json
Simit İnn,No description available,İstanbul,['restaurant'],40.9641442,29.0891498,nodes,amenity.json
Pablo,No description available,Türkiye/İstanbul,['cafe'],40.9653477,29.0664039,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],40.9919504,29.116363,nodes,amenity.json
Simit Sarayı,No description available,Türkiye/İstanbul,['cafe'],41.0381499,28.9850548,nodes,amenity.json
Köşem,No description available,Türkiye/İstanbul,['cafe'],40.8769521,29.1008474,nodes,amenity.json
Karmen,No description available,Türkiye/İstanbul,['cafe'],40.8768798,29.1005834,nodes,amenity.json
Munis,No description available,Türkiye/İstanbul,['restaurant'],40.8766596,29.1010273,nodes,amenity.json
Oğuzhan Pide Lahmacun Kebap,No description available,Türkiye/İstanbul,['restaurant'],40.8783915,29.0998451,nodes,amenity.json
Çatkapı Köfte Mante,No description available,Türkiye/İstanbul,['restaurant'],40.878168,29.0998191,nodes,amenity.json
Pan-Cake House,No description available,Türkiye/İstanbul,['cafe'],41.0298565,28.9507831,nodes,amenity.json
Fida Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0299051,28.9507086,nodes,amenity.json
Vanilla Balat,No description available,Türkiye/İstanbul,['cafe'],41.0299524,28.9508016,nodes,amenity.json
Wayana,No description available,Türkiye/İstanbul,['restaurant'],40.9812996,29.0226578,nodes,amenity.json
molto bene,No description available,Türkiye/İstanbul,['restaurant'],41.0272701,28.9757194,nodes,amenity.json
Smirna,No description available,Türkiye/İstanbul,['cafe'],40.8775489,29.09941,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.8775857,29.0998371,nodes,amenity.json
Maraş,No description available,Türkiye/İstanbul,['ice_cream'],40.877591,29.0999845,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.8776499,29.0980233,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.8774906,29.0983053,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.8773603,29.0985223,nodes,amenity.json
Yildiz Pide Salonu,No description available,Türkiye/İstanbul,['restaurant'],40.8774753,29.0991256,nodes,amenity.json
Little Caesars,No description available,Türkiye/İstanbul,['fast_food'],41.1902257,29.0370718,nodes,amenity.json
Adana Kebapçısı,No description available,Türkiye/İstanbul,['restaurant'],41.1875557,29.0492718,nodes,amenity.json
Meşhur Adıyamanlı Çiğköfteci Mehmet Usta,No description available,İstanbul,['fast_food'],41.052934,28.9171381,nodes,amenity.json
Aisa Café Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.2251765,29.2231484,nodes,amenity.json
Happie Balat,No description available,Türkiye/İstanbul,['cafe'],41.0330601,28.9466395,nodes,amenity.json
Dürüm Max Zurna Dürüm,No description available,İstanbul,['fast_food'],41.056091,28.9105635,nodes,amenity.json
Yamac Cafe,No description available,Türkiye/İstanbul,['cafe'],40.8772265,29.1002105,nodes,amenity.json
Denizatı,No description available,Türkiye/İstanbul,['cafe'],40.8767793,29.1009745,nodes,amenity.json
Lady Cafe,No description available,Türkiye/İstanbul,['cafe'],40.8768339,29.1009301,nodes,amenity.json
Rest Cafe,No description available,Türkiye/İstanbul,['cafe'],40.8769011,29.1009287,nodes,amenity.json
The corner Heybeliada,No description available,Türkiye/İstanbul,['restaurant'],40.8765748,29.1011189,nodes,amenity.json
Paprika Cafe,No description available,Türkiye/İstanbul,['cafe'],40.8766524,29.1012269,nodes,amenity.json
Sinem Dondurma,No description available,Türkiye/İstanbul,['ice_cream'],40.8767041,29.1012889,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['ice_cream'],41.0352625,28.981806,nodes,amenity.json
K. Maraş ice cream,No description available,Türkiye/İstanbul,['ice_cream'],41.0353312,28.9815531,nodes,amenity.json
Marko Pasa,No description available,Türkiye/İstanbul,['restaurant'],41.0346932,28.9806411,nodes,amenity.json
Balkan Lokantasi,No description available,Türkiye/İstanbul,['restaurant'],41.0138751,28.9759627,nodes,amenity.json
Kadıköy Simit,No description available,Türkiye/İstanbul,['fast_food'],40.9896014,29.0276834,nodes,amenity.json
Tost Akademisi,No description available,Türkiye/İstanbul,['fast_food'],40.9896876,29.0271588,nodes,amenity.json
Fırın Safranbolu,No description available,Türkiye/İstanbul,['cafe'],40.9244632,29.1332436,nodes,amenity.json
Gala Kokoreç,No description available,Türkiye/İstanbul,['fast_food'],41.0237263,28.9776641,nodes,amenity.json
Karaköy Gedikli,No description available,Türkiye/İstanbul,['restaurant'],41.0236733,28.977569,nodes,amenity.json
Pasaport Pizza,No description available,Türkiye/İstanbul,['fast_food'],40.9270151,29.1388132,nodes,amenity.json
Setbaşı Fırını,No description available,Türkiye/İstanbul,['cafe'],40.9252898,29.1360857,nodes,amenity.json
Tavuk Dünyası,No description available,İstanbul,['restaurant'],40.9688881,29.0848121,nodes,amenity.json
UK Coffee Lounge,No description available,Türkiye/İstanbul,['cafe'],40.9262907,29.1374646,nodes,amenity.json
Liberty,No description available,Türkiye/İstanbul,['cafe'],40.9269381,29.1247753,nodes,amenity.json
White wagon,No description available,Türkiye/İstanbul,['cafe'],40.9270073,29.1246575,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],40.9902941,29.129819,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],40.992401,29.1204323,nodes,amenity.json
Van Kahvaltı Salonu,No description available,Türkiye/İstanbul,['restaurant'],40.9908851,29.1220835,nodes,amenity.json
Kawaii,No description available,Türkiye/İstanbul,['restaurant'],40.9908869,29.1219894,nodes,amenity.json
La Sirene Bebek,No description available,Türkiye/İstanbul,['restaurant'],41.076534,29.0443309,nodes,amenity.json
Hey Joe,No description available,İstanbul,['cafe'],40.9853202,29.0330599,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.1639034,29.5925666,nodes,amenity.json
Bafra Pide,No description available,İstanbul,['restaurant'],40.9752534,29.0959801,nodes,amenity.json
Viola Cafe & Patisserie,No description available,Türkiye/İstanbul,['cafe'],40.9749555,29.095831,nodes,amenity.json
Vos Flower & Coffee,No description available,Türkiye/İstanbul,['cafe'],40.9758167,29.0945925,nodes,amenity.json
Hacıbaşar,No description available,Türkiye/İstanbul,['restaurant'],40.9751038,29.0948784,nodes,amenity.json
Borsa Lokantası Caddebostan,No description available,İstanbul,['restaurant'],40.9665901,29.0683446,nodes,amenity.json
The North Shield Caddebostan,No description available,İstanbul,['pub'],40.9675827,29.0680667,nodes,amenity.json
Pizzorroo,No description available,İstanbul,['restaurant'],40.9721579,29.0611685,nodes,amenity.json
Hardal,No description available,Türkiye/İstanbul,['fast_food'],41.1434367,28.4601341,nodes,amenity.json
Marka Pide,No description available,Türkiye/İstanbul,['fast_food'],41.142924,28.4600411,nodes,amenity.json
Tarihi Çatalca Köfte,No description available,Türkiye/İstanbul,['restaurant'],41.1424831,28.4585573,nodes,amenity.json
Mert Döner,No description available,Türkiye/İstanbul,['fast_food'],41.1429866,28.4600858,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fast_food'],40.9905936,29.0247172,nodes,amenity.json
Efsane Çiğköfte,No description available,Türkiye/İstanbul,['fast_food'],41.0000277,28.8570317,nodes,amenity.json
Bahçeli Kebap,No description available,Türkiye/İstanbul,['restaurant'],40.9997535,28.8575476,nodes,amenity.json
Apak Pasta Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0005523,28.8569691,nodes,amenity.json
Şükrübey Kebap & Lahmacun,No description available,Türkiye/İstanbul,['restaurant'],41.0009921,28.8568491,nodes,amenity.json
Nano Dürüm,No description available,Türkiye/İstanbul,['fast_food'],41.0015293,28.8569909,nodes,amenity.json
Ezel Çiğköfte,No description available,Türkiye/İstanbul,['fast_food'],41.0012194,28.8572664,nodes,amenity.json
Altın Tepsi Pide Lahmacun Döner Salonu,No description available,Türkiye/İstanbul,['fast_food'],41.0388753,28.9020649,nodes,amenity.json
Paşam Kokoreç,No description available,Türkiye/İstanbul,['fast_food'],41.0492656,28.8967565,nodes,amenity.json
Namlı Sarıyer Cafe & Börek,No description available,Türkiye/İstanbul,['cafe'],41.0490602,28.8976505,nodes,amenity.json
Metro Pilav & Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0493027,28.8966465,nodes,amenity.json
Forum Kokoreç,No description available,Türkiye/İstanbul,['fast_food'],41.0489064,28.8985306,nodes,amenity.json
Ayancık Kahvesi,No description available,Türkiye/İstanbul,['cafe'],41.0463315,28.901765,nodes,amenity.json
Sarıyer Börekçisi,No description available,Türkiye/İstanbul,['cafe'],41.0422152,28.9037951,nodes,amenity.json
Günaydın Kalamış,No description available,İstanbul,['restaurant'],40.9775448,29.0409773,nodes,amenity.json
Komagene,No description available,İstanbul,['fast_food'],40.9710388,29.0972403,nodes,amenity.json
Sultan Çiğköfte,No description available,Türkiye/İstanbul,['fast_food'],41.0543458,28.8375464,nodes,amenity.json
Cafe Halfenus,No description available,Türkiye/İstanbul,['cafe'],41.0538794,28.8341541,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0534556,28.8315636,nodes,amenity.json
Tarihi İstanbul Börekçisi,No description available,Türkiye/İstanbul,['restaurant'],41.0337032,28.8320064,nodes,amenity.json
Baba Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0333493,28.8308574,nodes,amenity.json
Melemenci,No description available,Türkiye/İstanbul,['fast_food'],41.0335247,28.8311422,nodes,amenity.json
Popeyes,No description available,Türkiye/İstanbul,['fast_food'],41.0328899,28.8299189,nodes,amenity.json
Bay Sos Hatay Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0337985,28.83174,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0328478,28.8298405,nodes,amenity.json
Paşa Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0328987,28.8303407,nodes,amenity.json
Gala Kokoreç,No description available,Türkiye/İstanbul,['fast_food'],41.0328299,28.8297304,nodes,amenity.json
Gaziantep Kebap,No description available,Türkiye/İstanbul,['restaurant'],41.03386,28.8325107,nodes,amenity.json
Palmiye Pide & Börek Salonu,No description available,Türkiye/İstanbul,['restaurant'],41.0335544,28.8312002,nodes,amenity.json
Taco del Reyes,No description available,Türkiye/İstanbul,['restaurant'],41.0444726,29.0006836,nodes,amenity.json
Food House,No description available,Türkiye/İstanbul,['restaurant'],40.9705488,29.0799882,nodes,amenity.json
Sarıyer Börekçişi,No description available,Türkiye/İstanbul,['fast_food'],41.0227181,28.9604871,nodes,amenity.json
Muzenin kahvesı,No description available,Türkiye/İstanbul,['cafe'],41.0114517,28.9822782,nodes,amenity.json
Domino's,No description available,Türkiye/İstanbul,['fast_food'],40.9078873,29.3171195,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],40.9074268,29.3164035,nodes,amenity.json
HD İskamder Pidem,No description available,Türkiye/İstanbul,['cafe'],40.9079753,29.3168214,nodes,amenity.json
Marmaris Büfe,No description available,Türkiye/İstanbul,['fast_food'],40.9078305,29.3163961,nodes,amenity.json
McDonald's,No description available,Türkiye/İstanbul,['fast_food'],40.9077011,29.317186,nodes,amenity.json
Puro Gusto,No description available,Türkiye/İstanbul,['cafe'],40.9075117,29.3166171,nodes,amenity.json
Turkish kitchen & bar,No description available,Türkiye/İstanbul,['cafe'],40.9072667,29.3159837,nodes,amenity.json
Karafirin,No description available,Türkiye/İstanbul,['cafe'],40.9079475,29.3170497,nodes,amenity.json
Turkish kiosk,No description available,Türkiye/İstanbul,['cafe'],40.9080981,29.318874,nodes,amenity.json
Simit saray,No description available,Türkiye/İstanbul,['cafe'],40.9079435,29.318696,nodes,amenity.json
Taka Mia,No description available,Türkiye/İstanbul,['cafe'],40.9077857,29.3181897,nodes,amenity.json
Karafirin,No description available,Türkiye/İstanbul,['cafe'],40.9076332,29.317842,nodes,amenity.json
Hot simit,No description available,Türkiye/İstanbul,['cafe'],40.9074839,29.3174053,nodes,amenity.json
Take off,No description available,Türkiye/İstanbul,['cafe'],40.9073935,29.3171869,nodes,amenity.json
Söğüt Döner,No description available,Türkiye/İstanbul,['fast_food'],40.9714144,29.1361251,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.8746444,29.1298251,nodes,amenity.json
Kalamissia,No description available,İstanbul,['cafe'],40.9744607,29.0425276,nodes,amenity.json
جيري فتار قهوة ومطعم,No description available,Türkiye/İstanbul,['restaurant'],41.0169486,28.9662614,nodes,amenity.json
Köfteci Yusuf,No description available,İstanbul,['restaurant'],40.9849716,29.0395235,nodes,amenity.json
BAP,No description available,İstanbul,['restaurant'],40.9703329,29.0756835,nodes,amenity.json
Karadeniz Birlik Kıraathanesi,No description available,Türkiye/İstanbul,['cafe'],41.1035446,28.8664379,nodes,amenity.json
Has Çiğköfte Dünyası,No description available,Türkiye/İstanbul,['fast_food'],41.1025684,28.8668586,nodes,amenity.json
Lucky Lounge,No description available,Türkiye/İstanbul,['cafe'],41.0226502,28.9002042,nodes,amenity.json
Maris Kebap Lahmacun,No description available,Istanbul,['fast_food'],41.0200053,28.9004527,nodes,amenity.json
Fern Cafe,No description available,Istanbul,['cafe'],40.9746528,29.0471808,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],40.995565,29.0433891,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.9892282,29.0307968,nodes,amenity.json
Rise & Shine,No description available,İstanbul,['cafe'],40.9700462,29.0756921,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0173621,28.9643783,nodes,amenity.json
Köfteci Yusuf,No description available,İstanbul,['restaurant'],41.0276757,29.2393801,nodes,amenity.json
Göçmen börekçisi ve cafe,No description available,İstanbul,['cafe'],41.0311326,29.2304449,nodes,amenity.json
Maydonoz Döner,No description available,İstanbul,['restaurant'],41.0311517,29.2298505,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['ice_cream'],41.2071292,29.1318903,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.2072036,29.1319187,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0300666,28.9509099,nodes,amenity.json
Şirin Kafe,No description available,Türkiye/İstanbul,['cafe'],41.0228207,28.9008992,nodes,amenity.json
Reis Döner,No description available,İstanbul,['restaurant'],40.9147812,29.3018513,nodes,amenity.json
Aslanbey Çiftliği,No description available,İstanbul,['restaurant'],40.9836762,29.3346492,nodes,amenity.json
Niwa,No description available,Türkiye/İstanbul,['restaurant'],40.8185277,29.2983273,nodes,amenity.json
Vogs,No description available,Türkiye/İstanbul,['cafe'],40.9673605,29.0709991,nodes,amenity.json
Midpoint,No description available,İstanbul,['restaurant'],40.9610211,29.0795971,nodes,amenity.json
Penguen Coffee Roastery,No description available,Türkiye/İstanbul,['cafe'],40.9606626,29.0793469,nodes,amenity.json
Vegan Food Cartel,No description available,İstanbul,['restaurant'],41.0349694,28.9832557,nodes,amenity.json
Gönül Kahvesi,No description available,Türkiye/İstanbul,['cafe'],41.0101789,28.9613311,nodes,amenity.json
Meşhur Menemenci Cemal Polat,No description available,Türkiye/İstanbul,['restaurant'],40.9900444,29.0262706,nodes,amenity.json
Malaysta,No description available,Türkiye/İstanbul,['restaurant'],41.0099777,28.9762809,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0085406,28.950239,nodes,amenity.json
Piși Mutfak,No description available,İstanbul,['cafe'],40.9846625,29.0249594,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['pub'],41.0365249,28.9819869,nodes,amenity.json
totis,No description available,Türkiye/İstanbul,['cafe'],40.9863023,29.0252925,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fast_food'],40.9875722,29.0244028,nodes,amenity.json
Eye Opia,No description available,Türkiye/İstanbul,['cafe'],40.9874561,29.0243313,nodes,amenity.json
Bi' İşkembe,No description available,Türkiye/İstanbul,['restaurant'],41.0406375,28.9121036,nodes,amenity.json
Divan Pub Erenköy,No description available,İstanbul,['restaurant'],40.9649774,29.0726985,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['bar'],41.0340961,28.9804129,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['bar'],41.0341989,28.9804347,nodes,amenity.json
